"NAME","CATEGORY"
"DISPOSAL, DISTRIBUTION AND WASTE TRANSPORT SERVICES ","TRANSPORTATION SUPPLY DISPOSAL SERVICES"
"RENTAL OF CRANES AND SPECIAL VEHICLES ","TRANSPORTATION SUPPLY DISPOSAL SERVICES"
"HOTEL AND CONFERENCE SERVICES","OTHER SUPPORTING SERVICES"
"MANPOWER SUPPLY, TEMPORARY STAFF HIRING TECHNICAL","OTHER SUPPORTING SERVICES"
" SUPPLY BASE, WAREHOUSE, STORAGE SERVICES","TRANSPORTATION SUPPLY DISPOSAL SERVICES"
"TERMINAL, OIL GOVERNMENT SYSTEM","ENGINEERING"
"SUBSEA SYSTEMS","ENGINEERING PROCUREMENT "
"OCEANOGRAPHIC SERVICES ","SURVEYING AND POSITIONING SERVICES"
"BOLT TENSIONING SERVICES ","CONSTRUCTION MODIFICATION REPAIR MAINTENANCE REFURBISHMENT SERVICES"
"FINANCIAL MANAGEMENT CONSULTANCY SERVICES","CONSULTANCY SERVICES"
"MATERIAL (R AND D) SERVICES","RESEARCH AND DEVELOPMENT SERVICES"
"SLUDGE TREATMENT, TANK CLEANING SERVICES ","CONSTRUCTION MODIFICATION REPAIR MAINTENANCE REFURBISHMENT SERVICES"
"PIPE LAYNG, CABLE LAYING SERVICES ","INSTALLATION SERVICES AND MARINE CONTRACTING"
"MOORING SYSTEM SERVICES","INSTALLATION SERVICES AND MARINE CONTRACTING"
"SALVAGE SERVICES ","TRANSPORTATION SUPPLY DISPOSAL SERVICES"
"FRIEGHT FORWARDING SERVICES ","TRANSPORTATION SUPPLY DISPOSAL SERVICES"
"FLOATING FACILITIES, SYSTEMS INCLUDING STORAGE, LOADING","ENGINEERING"
"NAVIGATION, POSITIONING SERVICES ","SURVEYING AND POSITIONING SERVICES"
"PIPELINE SYSTEMS ","ENGINEERING PROCUREMENT "
"RIVERS","ENGINEERING PROCUREMENT "
"EROSION CONTROL","ENVIRONMENTAL SERVICES"
"OUTSOURCING AND EXPEDITING SERVICES","CONSULTANCY SERVICES"
"Power and Distribution Transformer","TRANSFORMER MANUFACTURING"
"Oil Spill Control","ENVIRONMENTAL SERVICES"
"Clean Up","ENVIRONMENTAL SERVICES"
"Corrosion Prevention Control Services","OFFSHORE PIPELINE LAYING"
"ELECTRICAL INSTALLATION MAINTENANCE AND MATERIALS","INSTALLATION AND MAINTENANCE SERVICES "
"ASPHALT PRODUCTION","PRODUCTION SERVICES"
"PIPELINE FABRICATION AND CONSTRUCTION","OFFSHORE PIPELINE LAYING"
"PIPELINE FABRICATION AND CONSTRUCTION","OFFSHORE PIPELINE LAYING"
"CIVIL INSTALLATION MAINTENANCE AND MATERIALS","INSTALLATION AND MAINTENANCE SERVICES "
"MINOR MECHANICAL WORKS","REHABILITATION UPGRADE AND FABRICATION"
"INSULATION SERVICES","INSULATION AND FIREPROOFING SERVICES"
"SURFACE TREATMENT, SANDBLASTING, PAINTING, COATING AND FIREPROOFING SERVICES","INSULATION AND FIREPROOFING SERVICES"
"INSTALLATION AND UPGRADE OF ONSHORE AND OFFSHORE PRODUCTION FACILITIES AND PLATFORMS","MAJOR CONSTRUCTION SERVICES"
"MARINE LOGISTICS","MARINE LOGISTICS"
"PROCUREMENT AND SUPPLIES","PROCUREMENT AND SUPPLIES "
"MECHANICAL INSTALLATION MAINTENANCE AND MATERIALS","INSTALLATION AND MAINTENANCE SERVICES "
"METERS AND FLOW METERS","INSTALLATION AND MAINTENANCE SERVICES "
"Well Head Replacement","MAINTENANCE SERVICES"
"Fire Suppression System","FIRE SAFETY MANAGEMENT"
"Open and Cased Hole Logging","WIRELINE SERVICES"
"Tubing Conveyed Perforation","WIRELINE SERVICES"
"Well Intervention E �Line Services","WIRELINE SERVICES"
"DESIGN CONSULTANCY INDUSTRIAL DESIGN AND WEB DESIGN","CONSULTANCY SERVICES"
"ENGINEERING (R AND D) SERVICES","RESEARCH AND DEVELOPMENT SERVICES"
"PHOTOGRAMMETRY SURVEYING SERVICES","SURVEYING AND POSITIONING SERVICES"
"TERMINAL, OIL MOVEMENT SYSTEMS","ENGINEERING PROCUREMENT "
"PROCESS MODULES, PACKAGES","ENGINEERING PROCUREMENT "
"UTILITIES MODULES, PACKAGES ","ENGINEERING PROCUREMENT "
"DRILLING MODULES, PACKAGES ","ENGINEERING PROCUREMENT "
"SURVEYING, POSITIONING SERVICES ","SURVEYING AND POSITIONING SERVICES"
"TWO D,THREE D,FOUR D, SEISMIC DATA ACQUISITION SERVICES","SEISMIC AND GEOPHYSICAL SERVICES"
"DRILLING MODULES AND PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION "
"TWO D,THREE D,FOUR D, SEISMIC DATA PROCESSING SERVICES","SURVEYING AND POSITIONING SERVICES"
"FLOATING FACILITIES, SYSTEM INCLUDING STORAGE, LOADING","ENGINEERING PROCUREMENT CONSTRUCTION "
"SUBSEA SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION "
"SITE ACQUISITION SERVICES","SEISMIC AND GEOPHYSICAL SERVICES"
"POWER GENERATION AND TRANSMISSION","ENGINEERING PROCUREMENT CONSTRUCTION "
"PIPELINE SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION "
"RIVERS","ENGINEERING PROCUREMENT CONSTRUCTION "
"UMBILICALS","ENGINEERING PROCUREMENT CONSTRUCTION "
"STEEL METAL CONCRETE STRUCTURE PLATFORMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"TERMINAL, OIL MOVEMENT SYSTEMS ","ENGINEERING PROCUREMENT CONSTRUCTION "
"FLOATING FACILITIES SYSTEM INCLUDING STORAGE LOADING","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"WELL VELOCITY SURVEY AND PROCESSING SERVICES","SEISMIC AND GEOPHYSICAL SERVICES"
"SUB-SEA SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"PIPELINE SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"UMBILICALS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"RENTAL OF SEIMSIC EQUIPMENT ","SEISMIC AND GEOPHYSICAL SERVICES"
"TERMINAL OIL MOVEMENT SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"TERMINAL OIL MOVEMENT SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"ACCOMMODATION OFFICE WORKSHOP STORAGE MODULE, BUILDING INCLUDING SERVICE STATIONS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"TWO D, THREE D, FOUR D, SEISMIC DATA INTERPRETATION SERVICES","SEISMIC AND GEOPHYSICAL SERVICES"
"PROCESS MODULE PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"DRILLING MODULES, PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"PROCESS MODULE PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"OBC SEISMIC ACQUISTION SERVICES ","SEISMIC AND GEOPHYSICAL SERVICES"
"CATALYST HANDLING, REGENERATION SERVICES ","CONSTRUCTION MODIFICATION REPAIR MAINTENANCE REFURBISHMENT SERVICES"
"IT MANAGEMENT CONSULTANCY SERVICES ","CONSULTANCY SERVICES"
"EXCHANGE AND THROUGHPUT SERVICES ","EXCHANGE AND THROUGHPUT SERVICES"
"UMBILICALS","ENGINEERING PROCUREMENT "
"RENTAL OF SURVEYING, POSITIONING EQUIPMENT SERVICES ","SURVEYING AND POSITIONING SERVICES"
"ACCOMMODATION, OFFICE, WORKSHOP, STORAGE MODULES, BUILDINGS INCLUDING SERVICE STATIONS","ENGINEERING PROCUREMENT "
"POWER GENERATION AND TRANSMISSION ","ENGINEERING PROCUREMENT "
"STEEL, METAL, CONCRETE STRUCTURES PLATFORMS","ENGINEERING PROCUREMENT CONSTRUCTION "
"UTILITIES MODULES PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"RISERS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"ACCOMMODATION, OFFICE, WORKSHOP, STORAGE MODULES, BUILDINGS INCLUDING SERVICE STATIONS","ENGINEERING PROCUREMENT CONSTRUCTION "
"UMBILICALS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"ACCOMMODATION OFFICE WORKSHOP STORAGE MODULE, BUILDING INCLUDING SERVICE STATIONS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"OBS SEISMIC PROCESSING SERVICES ","SEISMIC AND GEOPHYSICAL SERVICES"
"UTILITIES MODULES PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"OBS SEISMIC DATA INTERPRETATION SERVICES ","SEISMIC AND GEOPHYSICAL SERVICES"
"DRILLING MODULE PACKAGES","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"POWER GENERATION AND TRANSMISSION","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"ELECTROMAGNETIC SEISMIC ACQUISITION SERVICES ","SEISMIC AND GEOPHYSICAL SERVICES"
"POWER GENERATION AND TRANSMISSION ","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION "
"STEEL METAL CONCRETE STRUCTURES PLATFORMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"ELECTROMAGNETIC SEISMIC PROCESSING SERVICES","SEISMIC AND GEOPHYSICAL SERVICES"
"FLOATING FACILITIES SYSTEM INCLUDING STORAGE LOADING","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"ELECTROMAGNETIC SEISMIC DATA INTERPRETATION SERVICES","SEISMIC AND GEOPHYSICAL SERVICES"
"SUB-SEA SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"MANAGEMENT AND PROVISION OF ALL FACILITIES ENGINEERING, MODIFICATION AND MAINTENANCE SERVICES FOR A SITE, PLATFORM","INTEGRATED SERVICES"
"PIPELINE SYSTEMS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"GRAVITY, MAGNETIC ACQUISITION AND PROCESSING SERVICES ","SEISMIC AND GEOPHYSICAL SERVICES"
"RISERS","ENGINEERING PROCUREMENT CONSTRUCTION INSTALLATION COMMISSIONING"
"FIELD DEVELOPMENT PLAN (FPD)","SEISMIC AND GEOPHYSICAL SERVICES"
"SEIMSIC, GEOPHYSICAL STUDIES AND REPORTS","SEISMIC AND GEOPHYSICAL SERVICES"
"MANAGEMENT AND OPERATIONS INCLUDING PRODUCTION SUPERVISION OF ALL FACILITIES, ENGINEERING, MODIFICATION AND MAINTENANCE SERVICES FOR SITE, PLATFORM","INTEGRATED SERVICES"
"SEIMSIC DATA MANAGEMENT ","SEISMIC AND GEOPHYSICAL SERVICES"
"HYDROCARBON RESERVOIR DEVELOPMENT AND PRODUCTION SERVICE ","INTEGRATED SERVICES"
"NETWROK INSTALLATION, SUPPORT SERVICES","INFORMATION COMMUNICATION TECHNOLOGY SERVICES "
"EARLY PRODUCTION SERVICES INCLUDING PROVISION OF FLOATING OR JACK-UP PRODUCTION UNIT, EXTENDED WELL TEST","INTEGRATED SERVICES"
"SOFTWARE DEVELOPMENT AND SUPPORT SERVICES","INFORMATION COMMUNICATION TECHNOLOGY SERVICES "
"WELL MANAGEMENT AND CONSTRUCTION SERVICES","INTEGRATED SERVICES"
"Drill Stem Testing & Tubing Conveyed Perforation Services (DST&TCP)","WIRELINE SERVICES"
"Pigging, Chemical Cleaning, Hydro Testing, Hydro Flushing, Hydro Jetting Dewatering and Drying","PIPELINE AND PROCESS SERVICES"
"Gravel Pack & Pumping Services","PRESSURE PUMPING SERVICES"
"INDUSTRIAL GASES","MANUFACTURING SERVICES"
"Pipeline Geometry and Mapping services","PIPELINE INSPECTION SERVICES"
"Pigging, Chemical Cleaning, Hydro Testing, Hydro Flushing, Hydro Jetting Dewatering and Drying","PIPELINE AND PROCESS MAINTENANCE"
"FITTINGS","MANUFACTURING SERVICES"
"WELDING MATERIALS","SUPPLY"
"Marine Vessel","MAJOR CONSTRUCTION SERVICES"
"Diving Services","UNDERWATER INSPECTION AND SERVICES"
"Valves Up To 12"", Nozzles & Flanges","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"Seals, ""o"" Rings, Bolts and Nuts","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"DRAINAGE WORKS","REHABILITATION UPGRADE AND FABRICATION"
"PIPELINE PIGGING & INSPECTION","FACILITY MAINTENANCE"
"ROPE ACCESS SERVICES","ROPE ACCESS SERVICES"
"PIPELINE COATING","ONSHORE PIPELINE LAYING"
"PIPELINE PROCUREMENT","ONSHORE PIPELINE LAYING"
"HVACS/ACCESSORIES","HEAVY DUTY EQUIPMENT SUPPLY SERVICES"
"MARINE LOGISTICS","MARINE SUPPORT SERVICES"
"CARGO HANDLING/STORAGE","MARINE SUPPORT SERVICES"
"OFFSHORE ENVIRONMENTAL SERVICES","TECHNICAL CONSULTANCY"
"STEEL STRUCTURE SUPPLY SERVICES","EQUIPMENT SUPPLY SERVICES"
"Cranes/Life Boats/Life Rafts","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"LP/HP PUMPS","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"HVACS/Accessories","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"PHARMACEUTICAL SUPPLIES","MEDICAL PHARMACEUTICAL SERVICES"
"INTERFACE MANAGEMENT & REGULATORY COMPLIANCE ","TECHNICAL CONSULTANCY"
"LIFTING OPERATIONS AND LIFTING EQUIPMENT TRAINING","SPECIALISED OIL AND GAS TRAINING SERVICES"
"Structural Engineering","MAJOR CONSTRUCTION SERVICES"
"Confined Space Entry Training","SPECIALISED OIL AND GAS TRAINING SERVICES"
"Helicopter Underwater Escape Safety Training (HUET), Tropical HEUT","SPECIALISED OIL AND GAS TRAINING SERVICES"
"Helicopter Support (Helicopter Landing Officer, Helideck Team Member)","SPECIALISED OIL AND GAS TRAINING SERVICES"
"REAMERS","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"GAS PROCESS EQUIPMENT","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"ENVIRONMENTAL ASSESSMENT/STUDIES (EIA,EER,EAR,PIA)","ONSHORE ENVIRONMENTAL AND WASTE MANAGEMENT"
"Reservoir Fluid Sampling & Characteristics Services","WIRELINE SERVICES"
"Leak Testing and Nitrogen-Helium Leak Testing, Nitrogen Purging and Inerting","PIPELINE AND PROCESS SERVICES"
"Pipeline Decommissioning","PIPELINE AND PROCESS SERVICES"
"Safety Valves & Accessories Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Minor Civil Works","REHABILITATION UPGRADE AND FABRICATION"
"Bolting and Flange Management","PIPELINE AND PROCESS MAINTENANCE"
"Decontamination Services","PIPELINE AND PROCESS MAINTENANCE"
"SPECIAL TRANSPORTATION SERVICES","AIR TRANSPORTATION"
"COLD ROOM SERVICES","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"SURFACE STORAGE TANKS WORKS","REHABILITATION UPGRADE AND FABRICATION"
"CORROSION PREVENTION AND CONTROL SERVICES","FACILITY MAINTENANCE"
"Civil Installation and maintenance ","REHABILITATION UPGRADE AND FABRICATION WORKS"
"TECHNICAL INTEGRITY MANAGEMENT/ASSURANCE (E.G. SCAFFOLDING CERTIFICATE, SAFETY AUDIT/TECHNICAL SURVEYS)","TECHNICAL CONSULTANCY"
"Firefighting Services","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"Drilling and well Operations Training (well control)","SPECIALISED OIL AND GAS TRAINING SERVICES"
"DRILL BITS","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"FIRE & GAS SYSTEM","INSTALLATION AND MAINTENANCE SERVICES "
"WELLBORE CLEANOUT SERVICES","DRILLING/PRODUCTION SERVICES"
"OFFSHORE SCAFFOLDING","MAJOR CONSTRUCTION SERVICES"
"Civil and Mechanical installation Maintenance ","REHABILITATION UPGRADE AND FABRICATION"
"PIPELINE MONITORING & ROW SURVEILLANCE","FACILITY MAINTENANCE"
"SEPARATORS","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"Working at Heights/Rope Access Training","SPECIALISED OIL AND GAS TRAINING SERVICES"
"OIL SPILL CONTROL/CLEAN-UP","ENVIRONMENTAL RESTORATION SERVICES"
"Wireline Logging Unit","WIRELINE SERVICES"
"Bolting and Flange Management","PIPELINE AND PROCESS SERVICES"
"Plant Air Supply, Air Bowing and Drying","PIPELINE AND PROCESS SERVICES"
"Decontamination Services","PIPELINE AND PROCESS SERVICES"
"Pipe Freezing","PIPELINE AND PROCESS SERVICES"
"Installation & Pulling Services","ARTIFICIAL LIFT"
"Whipstock & Casing Exit Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Fishing Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Fiber Optics Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Downhole Gauge Systems Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Upper and Lower Completions Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Drilling &Completion Fluids Services","DRILLING AND COMPLETION FLUIDS SERVICES"
"Remote Monitoring Services","ARTIFICIAL LIFT"
"Leak Testing and Nitrogen-Helium Leak Testing, Nitrogen Purging and Inerting","PIPELINE AND PROCESS MAINTENANCE"
"CIVIL ENGINEERING CONSTRUCTION","MAJOR CONSTRUCTION SERVICES"
"HYDRO TEST","FACILITY MAINTENANCE"
"QA/QC SERVICES ","CONSULTANCY SERVICES"
"DRAINAGE WORKS","REHABILITATION UPGRADE AND FABRICATION"
"OCTG/PIPES","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"FACILITY INSPECTION AND MAINTENANCE SERVICE ","TECHNICAL CONSULTANCY"
"pipeline maintenance ","FACILITY MAINTENANCE"
"Christmas Trees","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"STORAGE AND/OR EXPORT FACILITIES.EG OIL TERMINALS, DEPOT, JETTIES","MAJOR CONSTRUCTION SERVICES"
"HYDRO TEST","ONSHORE PIPELINE LAYING"
"SUBSEA EQUIPMENT","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"FISHING OPERATIONS","DRILLING/PRODUCTION SERVICES"
"Minor Painting","WORKS"
"Offshore Laundry Services","HOSPITAL SERVICES"
"MEDICAL EQUIPMENT SUPPLIES","MEDICAL PHARMACEUTICAL SERVICES"
"INVESTMENT BANKING AND FINANCIAL MANAGEMENT","BANKING AND FINANCIAL SERVICES"
"SOLIDS CONTROL","DRILLING/PRODUCTION SERVICES"
"Pipeline Integrity Inspection Services","PIPELINE INSPECTION SERVICES"
"Upstream and Downstream Chemical Supply & Services","PRODUCTION CHEMICALS SUPPLY SERVICES"
"PRESSURE TESTING/LEAK DETECTION OF VESSELS/PIPELINE","INTEGRITY TEST SERVICES"
"VALVES (12 INCHES & ABOVE)","HEAVY DUTY EQUIPMENT SUPPLY SERVICES"
"CASING/TUBING RUNNING","DRILLING PRODUCTION SERVICES"
"LAYING OF OIL AND GAS PIPELINE ","ONSHORE PIPELINE LAYING"
"PIPELINE FABRICATION/CONSTRUCTION","ONSHORE PIPELINE LAYING"
"QUALITY ASSURANCE/QUALITY CONTROL","NONDESTRUCTIVE TESTING"
"Local Freight/Clearing and Forwarding","LOCAL FREIGHT CLEARING AND FORWARDING"
"Mechanical Services","WIRELINE SERVICES"
"Wireline Fishing & Pipe Recovery Services","WIRELINE SERVICES"
"Subsea Pipeline Pre-Commissioning","PIPELINE AND PROCESS SERVICES"
"Pigs Supply","PIPELINE AND PROCESS SERVICES"
"Tubular Running Services","PRESSURE PUMPING SERVICES"
"Coil Tubing & Nitrogen Services","PRESSURE PUMPING SERVICES"
"Cementing Services","PRESSURE PUMPING SERVICES"
"PRODUCTION OPERATION & PROCESS MAINTENANCE ","TECHNICAL CONSULTANCY SERVICES"
"Valves (12 Inches & Above)","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"STORAGE FACILITY MAINTENANCE ","FACILITY MAINTENANCE"
"ADVANCED FIRE SAFETY TRAINING","SPECIALISED OIL AND GAS TRAINING SERVICES"
"PHOTOGRAPHY","WORKS"
"Risk Management Services","TECHNICAL CONSULTANCY"
"Industrial Hygienic: Radiation, Safety monitoring and control, etc","HOSPITAL/MEDICAL SERVICES"
"Hospital services","HOSPITAL/MEDICAL SERVICES"
"Installation and maintenance of security information systems","INSTALLATION AND MAINTENANCE SERVICES "
"Lube Oil Flushing","PIPELINE AND PROCESS MAINTENANCE"
"Pigs Supply","PIPELINE AND PROCESS MAINTENANCE"
"MINOR CIVIL MAINTENANCE MATERIALS","SUPPLY"
"HEATING & COOLING EQUIPMENT","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"LAYING OF OIL & GAS PIPELINE","OFFSHORE PIPELINE LAYING"
"Communication Equipment","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"ROV Operation and Associated Services (Underwater Welding)","UNDERWATER INSPECTION AND SERVICES"
"MECHANICAL ENGINEERING","MAJOR CONSTRUCTION SERVICES"
"OTHERS","MANUFACTURING SERVICES"
"ENGINEERING SERVICES (ABOVE 50,000 MAN-HOURS)","TECHNICAL CONSULTANCY"
"PROCESS FACILITIES","MAJOR CONSTRUCTION SERVICES"
"GOODS/MATERIALS ROAD HAULAGE","HAULAGE SERVICES"
"CEMENTING & LINER HANGER SERVICES","DRILLING/PRODUCTION SERVICES"
"VEHICLES","HEAVY EQUIPMENT HIRE AND LEASING ONLY"
"LIFTING/ROTATING","HEAVY EQUIPMENT HIRE AND LEASING ONLY"
"SUPPLY, HOISTING AND OPERATION OF DRILLING RIGS","DRILLING/PRODUCTION SERVICES"
"CORROSION PREVENTION CONTROL SERVICES (CATHODIC PROTECTION, COATING ETC)","ONSHORE PIPELINE LAYING"
" Courier Services","INTERNATIONAL FREIGHT/CLEARING FORWARDING SERVICES"
"MARINE SURVEY","TECHNICAL CONSULTANCY"
"SEWAGE EVACUATION & DISPOSAL","ONSHORE ENVIRONMENTAL AND WASTE MANAGEMENT"
"Scaffolding Training","SPECIALISED OIL AND GAS TRAINING SERVICES"
"Emergency Rescue Training","SPECIALISED OIL AND GAS TRAINING SERVICES"
"Basic Offshore Safety Induction Emergency Training (BOSIET), Tropical BOSIET, Further Offshore Emergency Training (FOET), Tropical FOET","SPECIALISED OIL AND GAS TRAINING SERVICES"
"Pipeline Pre-commissioning, Commissioning and Decommissioning","PIPELINE AND PROCESS SERVICES"
"Process Pre-commissioning, Commissioning and Decommissioning","PIPELINE AND PROCESS SERVICES"
"Lube Oil Flushing","PIPELINE AND PROCESS SERVICES"
"Wellbore Cleaning Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"Liner Hanger Services","COMPLETIONS AND WELLBORE INTERVENTION SERVICES"
"sales and maintenance of air safety equipment ","FIRE SAFETY MANAGEMENT"
"Sales and Maintenance of Fire Fighting Equipment","FIRE SAFETY MANAGEMENT"
"Ultrasonic Testing Inspection","PIPELINE INSPECTION SERVICES"
"Drill bits & Engineering Services","DRILL BIT SERVICES"
"Filtration Services","DRILLING AND COMPLETION FLUIDS SERVICES"
"Plant Air Supply, Air Bowing and Drying","PIPELINE AND PROCESS MAINTENANCE"
"Pipeline Decommissioning","PIPELINE AND PROCESS MAINTENANCE"
"Pipe Freezing,","PIPELINE AND PROCESS MAINTENANCE"
"Coring Services","DRILLING SERVICES"
"INSTRUMENTATION AND CONTROL","TECHNICAL CONSULTANCY SERVICES"
"PIPELINE PIGGING & INSPECTION ","ONSHORE PIPELINE LAYING"
"NON-DESTRUCTIVE TESTING","ONSHORE PIPELINE LAYING"
"NATURAL GAS DISTRIBUTION SERVICES","LOCAL GAS DISTRIBUTION SERVICES"
"MINOR MECHANICAL MAINTENANCE MATERIALS	","SUPPLY"
"MINOR ELECTRICAL MAINTENANCE MATERIALS","SUPPLY"
"MINOR METAL FABRICATION & OVERHEAD TANK","REHABILITATION UPGRADE AND FABRICATION"
"NON DESTRUCTIVE TESTING (NDT)","FACILITY MAINTENANCE"
"ELECTRICAL ENGINEERING","MAJOR CONSTRUCTION SERVICES"
"ONSHORE SCAFFOLDINGS","REHABILITATION UPGRADE AND FABRICATION"
"GENERATORS","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"TURBINES","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"Fire Trucks","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"STEEL STRUCTURE SUPPLY SERVICES","SUPPLY SERVICES"
"HYDRO TEST","OFFSHORE PIPELINE LAYING"
"NON-DESTRUCTIVE TESTING (NORMAL OR USING RADIOACTIVE SOURCES)","OFFSHORE PIPELINE LAYING"
"Books & Office Stationeries","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"FPSO VESSELS","MAJOR CONSTRUCTION SERVICES"
"WELDING TRAINING","SPECIALISED OIL AND GAS TRAINING SERVICES"
"PRODUCTION FACILITIES INSPECTION/MAINTENANCE ","ONSHORE PIPELINE LAYING"
"LIFTING EQUIPMENT CERTIFICATION","TECHNICAL CONSULTANCY"
"Fire and Gas Extinguishers","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"BASKETS","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"Wellhead Jacket","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"Minor Construction Services ","MINOR CONSTURCTION SERVICES"
"Non Destructive Testing (NDT)","ONSHORE PIPELINESTORAGE FACILITY MAINTENANCE"
" Minor Metal Fabrication","REHABILITATION UPGRADE AND FABRICATION WORKS"
"Underground Storage Tanks","REHABILITATION UPGRADE AND FABRICATION WORKS"
"OIL AND GAS MEASURING EQUIPMENT/INSTRUMENT","CALIBRATION SERVICES"
"Minor Computer accessories/consumables","SUPPLY"
"RESERVOIR SIMULATION","DRILLING/PRODUCTION SERVICES"
"Offshore Evacuation of Drill Cutting","WASTE MANAGEMENT SERVICES"
"Structural Engineering","MAJOR CONSTRUCTION SERVICES"
"Hazardous Waste Transportation","WASTE MANAGEMENT SERVICES"
"Spares","HEAVY DUTY EQUIPMENT SUPPLY INSTALLATION AND MAINTENANCE"
"Minor Plumbing & General Contract","WORKS"
"Minimum Industry Safety Training for Downstream Operations","SPECIALISED OIL AND GAS TRAINING SERVICES"
"NIGERIAN MANPOWER SUPPLY FOR PROFESSIONALS ONLY","NIGERIAN MANPOWER SUPPLY"
"Paints/Coatings/Sealants","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"Pipeline Storage Facility Maintenance","ONSHORE PIPELINESTORAGE FACILITY MAINTENANCE"
"Pipeline Maintenance","ONSHORE PIPELINESTORAGE FACILITY MAINTENANCE"
"Agro-Allied Materials","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"Office and Household Appliances","EQUIPMENT/MATERIAL SUPPLY SERVICES"
"Installation and maintenance of Subsea systems & Associated support equipment","UNDERWATER INSPECTION  SERVICES"
"Installation & Maintenance of Subsea Systems & Associated Support Equipment","UNDERWATER INSPECTION  SERVICES"
"Telecommunication operators","COMMUNICATION"
